symbol_index,normalized_pam4_symbol,tx_center_sample_v,channel_center_sample_v
12307,1.0,0.1481297094148718,-0.030419252002451914
12333,-1.0,-0.1515291140273628,-0.012305645770831278
12358,1.0,0.14830057524138235,-0.017674124520734774
12384,1.0,0.14625968710010775,-0.0879291926939888
12409,-1.0,-0.14812977974331432,0.04153473428873883
12435,-3.0,-0.4443896298235192,0.01798958392768016
12461,1.0,0.14795923400585115,-0.06621816964366037
12486,1.0,0.14982937676126298,0.024959354190417678
12512,1.0,0.14660078737535526,-0.037592339626061344
12538,3.0,0.4479592402680573,0.032393374544520244
12563,1.0,0.14999987015447447,0.027324305956890692
12589,3.0,0.4460892514937903,0.018710510852553784
12615,1.0,0.14625973997825795,-0.1329846224256545
12640,-1.0,-0.1479594027954945,-0.023205457861438104
12666,3.0,0.4479593412101147,0.05697654462986336
12692,1.0,0.150000011361198,0.10982301791723835
12717,3.0,0.44490121581101,-0.013238189294950882
12743,-1.0,-0.14965885090152403,0.04659747592355623
12768,-1.0,-0.14625988506458473,0.06257442704553401
12794,-1.0,-0.14982950172459752,0.04567303247354298
12820,3.0,0.4498295488704435,0.0493521261266085
12845,-1.0,-0.1513585104502368,0.006406523516358028
12871,1.0,0.15152905023763974,0.11637031549498825
12897,-3.0,-0.4464302131238287,-0.03265782862243942
12922,1.0,0.14795941647249364,0.032479998984823226
12948,3.0,0.4464302344904797,0.04796148589158675
12974,-3.0,-0.44438958056360195,0.05304847823380311
12999,-1.0,-0.14965899127472956,-0.024730645057295525
13025,-1.0,-0.15169973203904893,-0.17153562164820632
13050,-1.0,-0.1518702840897872,-0.14937107088699444
13076,1.0,0.15017068603291855,0.08331062793277011
13102,-3.0,-0.4498295790052941,-0.14713735859813287
13127,1.0,0.15000002558167796,0.13607304209232268
13153,3.0,0.4464302808401587,0.07035994301863206
13179,-1.0,-0.1498296293517673,-0.08352035432935342
13204,1.0,0.15152899035817385,0.008172731707074618
13230,-3.0,-0.45000013322051874,-0.1847379009122096
13256,1.0,0.15187010690559963,0.08359421432032182
13281,1.0,0.15135864008894637,0.10914612406008775
13307,3.0,0.4481299882944227,0.09262468576638364
13333,3.0,0.4447306829195642,0.09344139129795045
13358,-3.0,-0.4447305843804466,-0.05578967881380469
13384,1.0,0.15152927859616727,0.09844704684047148
13409,3.0,0.4481298772139671,0.06620833056677769
13435,1.0,0.14625974644399373,-0.08799408654134483
13461,-1.0,-0.15000001298184906,-0.06273034469107516
13486,3.0,0.44438975674615244,-0.05455995493249613
13512,3.0,0.4464304068439695,0.0835788248199144
13538,-1.0,-0.1479594964628236,0.060816049610662296
13563,3.0,0.4464302655861301,0.09270480513536755
13589,1.0,0.1464303222886105,-0.02370356252085446
13615,3.0,0.4494884149724393,0.06738003169833554
13640,-3.0,-0.4498294534601803,-0.10885035159699388
13666,1.0,0.14643042063752565,-0.019339806314861843
13692,3.0,0.44473072131607905,-0.022491601541485925
13717,-1.0,-0.15017052735660597,-0.0315884832483814
13743,-1.0,-0.15169957898463038,-0.04799038323741668
13768,1.0,0.15152914409599472,0.08636172182016458
13794,-1.0,-0.15187015825912017,-0.12801317145410518
13820,3.0,0.4479593559394887,0.06696693371843537
